Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,District Municipality,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
4421,Trichardspruit Bridge,Bridge,Bridge,11/14/2016,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,1,1,9,73,1
4421,Trichardspruit Bridge,Bridge,Bridge,11/14/2016,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,BU,20,6180,m,123600,2,4,4,3,1
4421,Trichardspruit Bridge,Bridge,Bridge,11/14/2016,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,AS,5,750,m3,3750,1,1,4,107,1
4437,4437,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,2,750,L,1500,2,4,1,67,1
4437,4437,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,20. Decks and Slabs, 207. Clear debris,AS,2,750,m3,1500,2,4,4,267,1
4437,4437,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,AS,3,750,m3,2250,2,4,4,178,1
4437,4437,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,6,340,No,2040,2,4,4,196,1
4437,4437,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,08. Surfacing, 117. Repair concrete topping,AS,2,7640,m3,15280,2,4,4,26,1
4437,4437,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,4,750,No,3000,2,4,4,133,1
4437,4437,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,2,9190,m3,18380,2,4,1,5,1
4437,4437,Bridge,Bridge,8/11/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AS,3,1080,No,3240,2,4,1,31,1
4438,D686 EMALAHLENI LOCAL MUNICIPALITY,Bridge,Bridge,11/6/2017,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),S1,1,1080,No,1080,1,1,1,93,1
4438,D686 EMALAHLENI LOCAL MUNICIPALITY,Bridge,Bridge,11/6/2017,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,U1,2,630,m3,1260,3,4,9,714,1
4438,D686 EMALAHLENI LOCAL MUNICIPALITY,Bridge,Bridge,11/6/2017,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U1,4,630,m,2520,2,4,1,40,1
4438,D686 EMALAHLENI LOCAL MUNICIPALITY,Bridge,Bridge,11/6/2017,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,AS,2,750,m3,1500,2,4,1,67,1
4438,D686 EMALAHLENI LOCAL MUNICIPALITY,Bridge,Bridge,11/6/2017,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,13. Pier Foundations, 953. Ad-hoc item (describe under Remarks),P2,1,1080,No,1080,2,4,9,833,1
4438,D686 EMALAHLENI LOCAL MUNICIPALITY,Bridge,Bridge,11/6/2017,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,14. Piers & Columns, 953. Ad-hoc item (describe under Remarks),AP,3,1080,No,3240,2,4,4,123,1
4454,Unknown,Major Culvert,Culvert Major,7/19/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,10. Walls, 120. Seal cracks,C7,2,750,m,0,0,0,1,9999999,1
4454,Unknown,Major Culvert,Culvert Major,7/19/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C10,1,750,L,0,0,0,1,9999999,1
4454,Unknown,Major Culvert,Culvert Major,7/19/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),E2,1,750,L,0,0,0,1,9999999,1
4454,Unknown,Major Culvert,Culvert Major,7/19/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",E2,5,630,m,3150,3,4,4,127,1
4465,P185-1,Bridge,Bridge,7/19/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,2,3100,No,6200,2,4,1,16,1
4465,P185-1,Bridge,Bridge,7/19/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,06. Abutments, 953. Ad-hoc item (describe under Remarks),U1,2,1080,No,2160,2,4,1,46,1
4465,P185-1,Bridge,Bridge,7/19/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,2,750,L,1500,2,4,1,67,1
4465,P185-1,Bridge,Bridge,7/19/2018,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),S1,2,1080,No,2160,2,4,1,46,1
4467,Old Railway Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,5,750,m,3750,1,1,1,27,1
4467,Old Railway Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,BU,4,750,m,0,0,0,1,9999999,1
4467,Old Railway Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,5,750,L,3750,1,1,1,27,1
4467,Old Railway Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,17. Expansion Joints, 317. Service multi-element joint,"BU,P1,P2",40,15350,m,614000,3,4,4,1,1
4471,4471,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,U2,1,5380,No,5380,1,1,1,19,1
4471,4471,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,S1,2,750,m3,1500,2,4,4,267,1
4471,4471,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S1,4,340,No,1360,2,4,4,294,1
4471,4471,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,BU,2,750,m2,1500,2,4,4,267,1
4471,4471,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,S1,3,750,m3,2250,2,4,1,44,1
4471,4471,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,01. Approach Embankment, 402. Clear bush,BU,5,80,m2,400,2,4,9,2250,1
4471,4471,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),U2,2,9190,m3,18380,3,4,9,49,1
4506,Unknown,Bridge,Bridge,7/19/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,P1",50,6180,m,309000,3,4,4,1,1
4506,Unknown,Bridge,Bridge,7/19/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U1,20,630,m,12600,2,4,4,32,1
4506,Unknown,Bridge,Bridge,7/19/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,20. Decks and Slabs, 104. Concrete (reinforced),AS,1,12270,m3,12270,2,4,4,33,1
4506,Unknown,Bridge,Bridge,7/19/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U1,20,480,m2,9600,2,4,4,42,1
4506,Unknown,Bridge,Bridge,7/19/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,60,150,m,9000,2,4,4,44,1
4506,Unknown,Bridge,Bridge,7/19/2018,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,10,750,L,7500,1,1,4,53,1
4507,Rail Bridge,Bridge,Bridge,11/15/2012,P10/3,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,BU,260,480,m2,124800,4,4,1,1,1
4507,Rail Bridge,Bridge,Bridge,11/15/2012,P10/3,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,20. Decks and Slabs, 103. Clean concrete surface,AS,480,150,m2,72000,3,4,0,0,1
4507,Rail Bridge,Bridge,Bridge,11/15/2012,P10/3,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,15. Bearings," 258. Service bearing (clear obstructions, etc)",U2,1,7640,No,7640,3,4,1,13,1
4507,Rail Bridge,Bridge,Bridge,11/15/2012,P10/3,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),AP,60,750,L,45000,3,4,1,2,1
4507,Rail Bridge,Bridge,Bridge,11/15/2012,P10/3,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,BU,2.5,750,m3,1875,1,1,1,53,1
4507,Rail Bridge,Bridge,Bridge,11/15/2012,P10/3,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),BU,7,630,No,4410,3,4,1,23,1
4507,Rail Bridge,Bridge,Bridge,11/15/2012,P10/3,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U1,8,630,m,5040,3,4,1,20,1
4507,Rail Bridge,Bridge,Bridge,11/15/2012,P10/3,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U1,2,3100,No,6200,4,4,1,16,1
4507,Rail Bridge,Bridge,Bridge,11/15/2012,P10/3,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,U2,3,630,m3,1890,3,4,4,212,1
4507,Rail Bridge,Bridge,Bridge,11/15/2012,P10/3,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S3,25,750,L,18750,3,4,1,5,1
4508,Unknown,Bridge,Bridge,7/19/2018,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,20,150,m,3000,1,1,1,33,1
4508,Unknown,Bridge,Bridge,7/19/2018,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,300,950,m,285000,3,4,9,3,1
4508,Unknown,Bridge,Bridge,7/19/2018,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",60,6180,m,370800,2,4,1,0,1
4508,Unknown,Bridge,Bridge,7/19/2018,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U1,3,750,m,0,0,0,1,9999999,1
4508,Unknown,Bridge,Bridge,7/19/2018,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 953. Ad-hoc item (describe under Remarks),U2,1,1080,No,1080,2,4,4,370,1
4509,Koffiespruit Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,150,950,m,142500,3,4,9,6,1
4509,Koffiespruit Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),BU,20,3100,m3,62000,2,4,1,2,1
4509,Koffiespruit Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,10,750,L,7500,2,4,1,13,1
4509,Koffiespruit Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,14. Piers & Columns, 120. Seal cracks,P6,5,750,m,3750,1,1,1,27,1
4509,Koffiespruit Bridge,Bridge,Bridge,10/25/2019,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,P4,13,6180,m,80340,1,1,4,5,1
4510,HEYSHOP DAM BRIDGE,Bridge,Bridge,7/17/2018,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,2,750,m2,1500,2,4,4,267,1
4510,HEYSHOP DAM BRIDGE,Bridge,Bridge,7/17/2018,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AS,18,1080,No,19440,3,4,1,5,1
4510,HEYSHOP DAM BRIDGE,Bridge,Bridge,7/17/2018,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S2,1,340,No,340,2,4,9,2647,1
4510,HEYSHOP DAM BRIDGE,Bridge,Bridge,7/17/2018,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,12,630,m,7560,2,4,1,13,1
4510,HEYSHOP DAM BRIDGE,Bridge,Bridge,7/17/2018,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,1,750,L,750,2,4,1,133,1
4525,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,P1",30,6180,m,185400,2,4,1,1,1
4525,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,"P1,AS",10,750,m3,7500,1,1,4,53,1
4525,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,1,150,m,150,1,1,1,667,1
4525,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,2,750,L,1500,2,4,4,267,1
4568,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,2,750,L,1500,2,4,4,267,1
4568,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S2,1,750,L,750,2,4,1,133,1
4568,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",60,6180,m,370800,3,4,4,1,1
4568,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,1,750,L,750,2,4,4,533,1
4568,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U2,1,3100,No,3100,1,1,4,129,1
4568,Unknown,Bridge,Bridge,10/11/2018,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U2,6,750,m,4500,2,4,4,89,1
4569,Blesbokvlakte Railway Bridge,Bridge,Bridge,11/17/2016,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,1,1,9,73,1
4569,Blesbokvlakte Railway Bridge,Bridge,Bridge,11/17/2016,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U1,1,480,m2,480,1,1,4,833,1
4569,Blesbokvlakte Railway Bridge,Bridge,Bridge,11/17/2016,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,40,80,m2,3200,1,1,4,125,1
4569,Blesbokvlakte Railway Bridge,Bridge,Bridge,11/17/2016,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,U1,1,750,m2,750,1,1,4,533,1
4569,Blesbokvlakte Railway Bridge,Bridge,Bridge,11/17/2016,,NK: Nkangala District Municipality,NK: Steve Tshwete Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,1,150,m,150,1,1,4,2667,1
4591,Krokodil River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,3,750,m,2250,1,1,1,44,1
4591,Krokodil River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",50,1220,m,61000,1,1,1,2,1
4591,Krokodil River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,40,150,m,6000,1,1,1,17,1
4591,Krokodil River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,U2,20,750,m2,15000,3,4,4,27,1
4591,Krokodil River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U2,20,630,m,12600,1,1,9,71,1
4591,Krokodil River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U1,1,750,L,0,0,0,1,9999999,1
4591,Krokodil River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U1,10,750,m,0,0,0,1,9999999,1
4591,Krokodil River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U2,2,3100,No,6200,3,4,9,145,1
4591,Krokodil River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U2,10,750,m,0,0,0,1,9999999,1
4592,Lunsklip River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,U1,2,750,m2,1500,3,4,4,267,1
4592,Lunsklip River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,S1,25,150,m,3750,1,1,1,27,1
4592,Lunsklip River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,3,750,m,2250,1,1,1,44,1
4592,Lunsklip River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,BU,6,750,m,0,0,0,1,9999999,1
4592,Lunsklip River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U1,10,630,m,6300,3,4,4,63,1
4592,Lunsklip River Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,BU,20,1220,m,24400,1,1,1,4,1
4594,Elandspruit Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,U1,3,630,m3,0,0,0,1,9999999,1
4594,Elandspruit Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U1,1,750,L,750,1,1,1,133,1
4594,Elandspruit Bridge,Bridge,Bridge,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,BU,20,1220,m,0,0,0,1,9999999,1
4595,Badfonteinhoop Culvert,Major Culvert,Culvert Major,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,05. Waterway, 953. Ad-hoc item (describe under Remarks),C2,5,1080,No,5400,1,1,1,19,1
4596,Unknown,Bridge,Bridge Cellular,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,10. Walls, 120. Seal cracks,C2,3,750,m,0,0,0,1,9999999,1
4596,Unknown,Bridge,Bridge Cellular,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,10. Walls, 120. Seal cracks,C2,3,750,m,0,0,0,1,9999999,1
4596,Unknown,Bridge,Bridge Cellular,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,04. Embankment/s, 155. Earth backfill,E1,3,630,m3,1890,1,1,1,53,1
4596,Unknown,Bridge,Bridge Cellular,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E1,3,750,m,0,0,0,1,9999999,1
4596,Unknown,Bridge,Bridge Cellular,8/3/2018,,EH: Ehlanzeni District Municipality,EH: Thaba Chweu Local Municipality,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E2,3,750,m,0,0,0,1,9999999,1
4661,D637,Major Culvert,Culvert Major,8/8/2018,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,2,4,1,9,1
4703,Leeuspruit River Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U1,30,750,L,22500,3,4,9,40,1
4703,Leeuspruit River Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U2,50,750,L,37500,3,4,9,24,1
4703,Leeuspruit River Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,18,3100,No,55800,1,1,1,2,1
4703,Leeuspruit River Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),"BU,AS",2,750,L,0,0,0,1,9999999,1
4703,Leeuspruit River Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),AP,10,750,L,7500,2,4,4,53,1
4703,Leeuspruit River Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,17. Expansion Joints, 317. Service multi-element joint,"BU,AP",40,15350,m,614000,2,4,4,1,1
4704,Greylingstad Entrance Bridge,Bridge,Bridge,1/27/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,U1,10,750,m2,7500,3,4,4,53,1
4704,Greylingstad Entrance Bridge,Bridge,Bridge,1/27/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,"BU,AP",50,2290,m,114500,3,4,4,3,1
4704,Greylingstad Entrance Bridge,Bridge,Bridge,1/27/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,1,150,m,150,1,1,4,2667,1
4704,Greylingstad Entrance Bridge,Bridge,Bridge,1/27/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U2,2,3100,No,6200,1,1,1,16,1
